Key,English
PROPSKILL_TXT_150338,Perform a multi-hit combo on the target. Each hit has a chance to inflict Poison.
PROPSKILL_TXT_150339,Potent Venom
PROPSKILL_TXT_150341,Increased Toxins
PROPSKILL_TXT_150342,Toxic Fury
PROPSKILL_TXT_150343,"Inflict Poison on yourself to increase your PvE Damage, Critical Damage, and movement speed at the cost of reduced Defense."
PROPSKILL_TXT_150345,Maintain Addiction
PROPSKILL_TXT_150346,"No Pain, No Gain"
PROPSKILL_TXT_150347,Toxic Analogy
PROPSKILL_TXT_150348,Reduces damage taken from enemies afflicted with Poison.
PROPSKILL_TXT_150349,Master of Toxins
PROPSKILL_TXT_150350,Increases damage dealt to enemies afflicted with Poison.
PROPSKILL_TXT_150351,Risk Management
PROPSKILL_TXT_150352,Becoming invisible has a chance to remove Poison from you.
PROPSKILL_TXT_150353,Dual Ego
PROPSKILL_TXT_150354,Shadow Daze
PROPSKILL_TXT_150355,Sniper's Eye
PROPSKILL_TXT_150356,Swarm
PROPSKILL_TXT_150357,Talon Grip
PROPSKILL_TXT_150358,Incinerate
PROPSKILL_TXT_150359,Elemental Amplification
PROPSKILL_TXT_150360,Fanned Flames
PROPSKILL_TXT_150362,Ignite
PROPSKILL_TXT_150363,Wildfire
PROPSKILL_TXT_150364,Hellfire
PROPSKILL_TXT_150367,Wind Counter
PROPSKILL_TXT_150368,Blaze Eater
PROPSKILL_TXT_150369,Ice Shard
PROPSKILL_TXT_150370,Tidal Omen
PROPSKILL_TXT_150371,Undertow
PROPSKILL_TXT_150373,Fire Counter
PROPSKILL_TXT_150374,Aqua Veil
PROPSKILL_TXT_150375,Gale
PROPSKILL_TXT_150376,Choking Winds
PROPSKILL_TXT_150377,Earth Counter
PROPSKILL_TXT_150378,Stormveil Cloak
PROPSKILL_TXT_150379,EVA Storm
PROPSKILL_TXT_150380,Conduction
PROPSKILL_TXT_150381,Thunder Strike
PROPSKILL_TXT_150382,Water Counter
PROPSKILL_TXT_150383,Voltguard
PROPSKILL_TXT_150384,Stone Pillar
PROPSKILL_TXT_150385,Seismic Reach
PROPSKILL_TXT_150386,Swampy Area
PROPSKILL_TXT_150387,Electric Counter
PROPSKILL_TXT_150388,"Incinerates your target, dealing damage and inflicting Burn. Deals additional damage if the target is already afflicted with Burn. Enemies afflicted with Burn also damage nearby enemies, but do not spread Burn."
PROPSKILL_TXT_150389,Suffocation
PROPSKILL_TXT_150390,Sleeping
PROPSKILL_TXT_150391,Paralyzed
PROPSKILL_TXT_150392,You are asleep and will awaken upon taking damage.
PROPSKILL_TXT_150393,"You are Paralyzed. Physical damage taken is increased, while magical damage taken is reduced."
PROPSKILL_TXT_150394,Shocked
PROPSKILL_TXT_150395,"You are Shocked, reducing All Elements Resistance by 10%."
PROPSKILL_TXT_150396,Raging Storm
PROPSKILL_TXT_150397,Zephyr's Grace
PROPSKILL_TXT_150398,Gain a shield when you use Gale or Gust.
PROPSKILL_TXT_150399,Gust
PROPSKILL_TXT_150400,The skill's range is increased.
PROPSKILL_TXT_150401,The skill's cooldown is reduced.
PROPSKILL_TXT_150402,The skill's damage scales more strongly with the shield's Defense.
PROPSKILL_TXT_150403,Also has a chance to stun enemies.
PROPSKILL_TXT_150404,Also reduces the target's movement speed.
PROPSKILL_TXT_150405,Also grants you a barrier based on your Max HP.
PROPSKILL_TXT_150406,Also immobilizes the pulled target.
PROPSKILL_TXT_150407,The skill's cooldown is reduced.
PROPSKILL_TXT_150408,Also pulls enemies surrounding the target.
PROPSKILL_TXT_150409,The chance to stun is increased.
PROPSKILL_TXT_150410,Also reduces the target's Defense.
PROPSKILL_TXT_150412,The leap distance is increased.
PROPSKILL_TXT_150413,You can push enemies further away from the landing point.
PROPSKILL_TXT_150414,The pull distance is increased.
PROPSKILL_TXT_150415,"Allows you to move while active, but at greatly reduced movement speed."
PROPSKILL_TXT_150416,The skill's HP consumption is reduced.
PROPSKILL_TXT_150417,"Instead of reflecting damage, Incoming Damage is greatly reduced."
PROPSKILL_TXT_150418,The clone's duration is increased.
PROPSKILL_TXT_150419,An additional clone is spawned.
PROPSKILL_TXT_150420,"The Basic Attack Damage increase is enhanced, but the Yo-Yo Range increase is reduced."
PROPSKILL_TXT_150421,"The Yo-Yo Range increase is enhanced, but Basic Attack Damage is reduced instead of increased."
PROPSKILL_TXT_150422,"The chance for basic attacks to strike twice is increased, but the Yo-Yo Range increase is reduced."
PROPSKILL_TXT_150423,The skill's duration is increased.
PROPSKILL_TXT_150424,Both the Critical Chance reduction and the Critical Damage increase are amplified.
PROPSKILL_TXT_150425,The Defense penalty is reduced.
PROPSKILL_TXT_150426,"The Defense reduction is fixed at 60%, but the skill's other effects are enhanced."
PROPSKILL_TXT_150427,Each hit's chance to inflict Poison is increased.
PROPSKILL_TXT_150428,"The skill's cooldown is increased, but the Poison damage is increased."
PROPSKILL_TXT_150429,The skill's range is increased.
PROPSKILL_TXT_150430,"Also has a chance to blind enemies within the mist, reducing their Hit Rate."
PROPSKILL_TXT_150431,"If used while invisible, basic attacks are guaranteed to be critical hits for a short time, and the skill's cooldown is reduced."
PROPSKILL_TXT_150433,Also has a chance to stun the target when used while invisible.
PROPSKILL_TXT_150434,"Charge time doubles, but attack increases."
PROPSKILL_TXT_150435,"Maximum charge stacks are reduced to 2, but damage decreases."
PROPSKILL_TXT_150437,Hits also have a chance to immobilize enemies.
PROPSKILL_TXT_150438,Chance to inflict poison status increases per hit.
PROPSKILL_TXT_150439,"Chain attack duration increases, but the number of attacks rises from 3 to 8. Skill cooldown increases."
PROPSKILL_TXT_150440,Also deals additional damage to targets within 3m.
PROPSKILL_TXT_150441,Also deals additional damage to targets more than 5m away.
PROPSKILL_TXT_150442,"The buff applies to party members within range, excluding yourself."
PROPSKILL_TXT_150443,The chance to fire double arrows is increased.
PROPSKILL_TXT_150445,The knockback distance is increased.
PROPSKILL_TXT_150446,Also knocks back enemies near the target.
PROPSKILL_TXT_150447,The backward leap distance is increased.
PROPSKILL_TXT_150448,Also reduces the target's movement speed.
PROPSKILL_TXT_150449,Also reduces the movement speed of enemies hit by the skill.
PROPSKILL_TXT_150450,The maximum number of traps that can be placed is increased.
PROPSKILL_TXT_150451,The trap's area of effect is increased.
PROPSKILL_TXT_150453,The chance to reduce movement speed is increased.
PROPSKILL_TXT_150455,The trap's area of effect is increased.
PROPSKILL_TXT_150456,Also reduces the Defense of enemies caught in the trap.
PROPSKILL_TXT_150457,The trap's activation range is increased.
PROPSKILL_TXT_150459,The trap's area of effect is increased.
PROPSKILL_TXT_150460,"The Attack increase per Nen stack is larger, at the cost of a larger Max MP reduction."
PROPSKILL_TXT_150461,Magical Power is increased per Nen stack instead of Attack.
PROPSKILL_TXT_150462,Also increases Aura Effect per Nen stack.
PROPSKILL_TXT_150463,Skill Damage is increased.
PROPSKILL_TXT_150464,Regains up to 10 Nen stacks after use. The Attack increase is larger and the Max MP reduction is smaller.
PROPSKILL_TXT_150465,Has a chance to grant an additional Nen stack.
PROPSKILL_TXT_150466,The skill's damage is increased.
PROPSKILL_TXT_150467,Gain 1 additional Nen with certain chance when the skill hits.
PROPSKILL_TXT_150468,"When used as a Nen-enhanced attack, also reduces the target's Attack and Defense."
PROPSKILL_TXT_150469,The chance to knock the target down is increased.
PROPSKILL_TXT_150470,Nen-enhanced strikes also reduce the target's movement speed.
PROPSKILL_TXT_150471,"Launches additional orbs, increasing the skill's total damage."
PROPSKILL_TXT_150472,"Has a chance to not consume Nen when used."
PROPSKILL_TXT_150473,"The skill's casting time is reduced, but its damage is reduced proportionally."
PROPSKILL_TXT_150474,Movement speed penalty is reduced.
PROPSKILL_TXT_150477,"Also reduces the damage you take while restraining an enemy."
PROPSKILL_TXT_150478,"Has a chance to also restrain all enemies within range, at a higher Nen cost."
PROPSKILL_TXT_150479,Also increases movement speed and Critical Chance.
PROPSKILL_TXT_150480,Also increases Critical Damage.
PROPSKILL_TXT_150481,"The knuckle damage increase is replaced with increased Casting Speed, at the cost of reduced Magical Power and PvP Damage."
PROPSKILL_TXT_150482,Further reduces Incoming Damage while meditating.
PROPSKILL_TXT_150483,Allows you to move slowly while meditating.
PROPSKILL_TXT_150484,Also attacks all enemies along the path and deals additional Bleeding damage.
PROPSKILL_TXT_150485,Also stuns the target on impact.
PROPSKILL_TXT_150486,"The skill's attack range is increased, but the rush distance is reduced."
PROPSKILL_TXT_150487,The explosion range is increased.
PROPSKILL_TXT_150488,The skill's damage is increased at the cost of additional HP consumption.
PROPSKILL_TXT_150489,Also knocks back enemies hit by the explosion.
PROPSKILL_TXT_150490,The skill's damage is increased.
PROPSKILL_TXT_150491,Also deals additional Bleeding damage to enemies hit by the skill.
PROPSKILL_TXT_150492,An additional whirlwind is created.
PROPSKILL_TXT_150493,Also reduces enemies' All Elements Resistance.
PROPSKILL_TXT_150494,"The whirlwind moves forward, launching enemies hit into the air."
PROPSKILL_TXT_150495,The follow-up strike's damage is increased further.
PROPSKILL_TXT_150496,The chance to knock the target down is increased.
PROPSKILL_TXT_150497,A successful follow-up strike also reduces the target's movement speed.
PROPSKILL_TXT_150498,Increases Critical Damage and Attack. The effect is refreshed while near the aura's caster. Only one aura can affect you at a time.
PROPSKILL_TXT_150499,Increases Critical Damage and Attack. The effect is refreshed while near the aura's caster. Only one aura can affect you at a time.
PROPSKILL_TXT_150500,Increases Defense and Incoming Healing. The effect is refreshed while near the aura's caster. Only one aura can affect you at a time.
PROPSKILL_TXT_150501,Increases Defense and Incoming Healing. The effect is refreshed while near the aura's caster. Only one aura can affect you at a time.
PROPSKILL_TXT_150502,Increases Critical Resistance and All Elements Resistance. The effect is refreshed while near the aura's caster. Only one aura can affect you at a time.
PROPSKILL_TXT_150503,Increases Critical Resistance and All Elements Resistance. The effect is refreshed while near the aura's caster. Only one aura can affect you at a time.
PROPSKILL_TXT_150504,Sacrifice
PROPSKILL_TXT_150505,"Consumes HP to grant party members a shield based on your current HP. If used while a hymn is active, the shield amount is increased by up to 15%."
PROPSKILL_TXT_150506,Meaning of Sacrifice
PROPSKILL_TXT_150507,Greater sacrifice for greater shields.
PROPSKILL_TXT_150508,Sacrifice of Sharing
PROPSKILL_TXT_150509,Also grants you a shield.
PROPSKILL_TXT_150510,Increased MP/FP Recovery
PROPSKILL_TXT_150511,Hammer of Judgement
PROPSKILL_TXT_150512,"Summon a hammer from the skies, dealing damage on impact and leaving behind an area that continues to damage enemies."
PROPSKILL_TXT_150513,Justice Hammer
PROPSKILL_TXT_150514,Sanctuary Area
PROPSKILL_TXT_150515,Entangling Roots
PROPSKILL_TXT_150516,Grasping Roots
PROPSKILL_TXT_150517,Stranglethorns
PROPSKILL_TXT_150518,Nature's Grasp
PROPSKILL_TXT_150519,"Fire a root in front of you, binding the first enemy hit in place. If the bound enemy is affected by Stone Pillar or Swampy Area, they are Petrified, increasing magic damage taken, reducing physical damage taken, and stunning them."
PROPSKILL_TXT_150520,Stigma I
PROPSKILL_TXT_150521,Deep Branding
PROPSKILL_TXT_150522,"Perform a swift piercing attack against a single target in a straight line, applying a Stigma stack. If the target has 5 Stigma stacks, the attack pierces through all enemies in its path."
PROPSKILL_TXT_150523,Stigma II
PROPSKILL_TXT_150524,Increased Targets
PROPSKILL_TXT_150525,"Unleash a chain of blades at your target, whirling around them to strike nearby enemies before leaping to other targets. Has a chance to apply a Stigma stack. If the target has 5 Stigma stacks, the strikes also gain Lifesteal."
PROPSKILL_TXT_150526,Stigma III
PROPSKILL_TXT_150527,"Slam both weapons down on your target, dealing damage to them and nearby enemies and applying a Stigma stack. If the target has 5 Stigma stacks, they are also immobilized and Silenced."
PROPSKILL_TXT_150528,Petrify
PROPSKILL_TXT_150529,"You are Immobilized. Physical damage taken is reduced, while magical damage taken is increased."
PROPSKILL_TXT_150530,Earthen Fortitude
PROPSKILL_TXT_150531,Petrifying an enemy with Entangling Roots reduces your Incoming Damage and increases your Melee Block.
PROPSKILL_TXT_150532,Stigma
PROPSKILL_TXT_150533,Steady Blade
PROPSKILL_TXT_150534,The Critical Chance penalty is reduced.
PROPSKILL_TXT_150535,Quick Conjuring
PROPSKILL_TXT_150536,Also increases your movement speed.
PROPSKILL_TXT_150537,Enemies hit by the aura also have a chance to be afflicted with Bleeding.
PROPSKILL_TXT_150538,The bonus damage against targets afflicted with Burn is increased.
PROPSKILL_TXT_150539,"Ignites your target, dealing damage and inflicting Burn. If the target is already afflicted with Burn, the skill deals reduced damage but stuns them. Enemies afflicted with Burn also damage nearby enemies, but do not spread Burn."
PROPSKILL_TXT_150540,The damage reduction against targets afflicted with Burn is reduced.
PROPSKILL_TXT_150541,"Encases you in ice, dealing damage to surrounding enemies and making you temporarily invulnerable. You cannot use items or skills while frozen."
PROPSKILL_TXT_150542,"Traps your target in a water bubble, dealing damage and draining their health to restore your own."
PROPSKILL_TXT_150543,The skill's Lifesteal is increased.
PROPSKILL_TXT_150544,"Conjure a gale around you, increasing your movement speed and damaging nearby enemies. While active, attacks have a chance to apply a Suffocate stack. At 5 stacks, the target is randomly stunned, put to sleep, or paralyzed."
PROPSKILL_TXT_150545,The chance to apply a Suffocate stack is increased.
PROPSKILL_TXT_150546,"You are suffocating. Once you reach 5 stacks, you will be put to sleep, stunned, or paralyzed at random."
PROPSKILL_TXT_150547,"Hurl a ball of lightning at your target that chains to nearby enemies. Enemies hit have a chance to be Shocked, reducing All Elements Resistance by 10%. Hits against Shocked targets always deal maximum damage."
PROPSKILL_TXT_150548,The chance to inflict Shock is increased.
PROPSKILL_TXT_150549,"Cast storm clouds over a targeted area, periodically striking enemies inside with lightning. Lightning strikes always inflict Shock, reducing All Elements Resistance by 10%. Strikes against Shocked targets deal maximum damage."
PROPSKILL_TXT_150550,Lightning strikes occur more frequently.
PROPSKILL_TXT_150551,"Disrupts the ground, summoning a stone pillar that damages nearby enemies and reduces their movement speed. When the pillar expires, it explodes, dealing additional damage to nearby enemies."
PROPSKILL_TXT_150552,"Creates a swamp at the targeted area, reducing the movement speed of enemies inside and dealing damage over time while they remain. Enemies inside the swamp cannot use movement skills."
PROPSKILL_TXT_150553,"Spawns a gust of wind that pushes back nearby enemies and increases Magic Resistance and Ranged Block."
PROPSKILL_TXT_150554,The root can pass through additional enemies.
PROPSKILL_TXT_150555,"The root explodes upon hitting an enemy, dealing damage with a chance to knock them down."
PROPSKILL_TXT_150556,Additional roots are fired in a cone in front of you.
PROPSKILL_TXT_150557,Increases your Fire Mastery.
PROPSKILL_TXT_150558,Increases your Water Mastery.
PROPSKILL_TXT_150559,Increases your Earth Mastery.
PROPSKILL_TXT_150560,Increases your Electricity Mastery.
PROPSKILL_TXT_150561,Increases your Wind Mastery.
PROPSKILL_TXT_150562,Reduces damage taken from enemies afflicted with Burn.
PROPSKILL_TXT_150563,Reduces damage taken from enemies affected by water skills.
PROPSKILL_TXT_150564,Reduces damage taken from enemies with Suffocate stacks.
PROPSKILL_TXT_150565,Reduces damage taken from Shocked enemies.
PROPSKILL_TXT_150566,"When an enemy is Petrified by Entangling Roots, your Incoming Damage is reduced and your Melee Block is increased for a short time."
PROPSKILL_TXT_150567,The debuff's success chance is increased.
PROPSKILL_TXT_150568,The slowing effect is increased.
PROPSKILL_TXT_150569,The chance to inflict Silence is increased.
PROPSKILL_TXT_150570,The transformation duration when fully charged is increased.
PROPSKILL_TXT_150571,The transformation chance when fully charged is increased to 100%.
PROPSKILL_TXT_150572,The charging time is reduced.
PROPSKILL_TXT_150573,Increases damage dealt to enemies for each Disable-type debuff affecting them.
PROPSKILL_TXT_150574,Increases damage dealt to enemies for each Weaken-type debuff affecting them.
PROPSKILL_TXT_150575,Reduces damage taken from enemies for each debuff affecting them.
PROPSKILL_TXT_150576,"When fully charged, target will be slept."
PROPSKILL_TXT_150577,"Unleash a blast of hellfire in a line in front of you, dealing damage over time and inflicting Burn on enemies along its path."
PROPSKILL_TXT_150578,The hymn's effects are increased.
PROPSKILL_TXT_150579,The skill's healing is increased.
PROPSKILL_TXT_150580,The skill also heals MP and FP on allies.
PROPSKILL_TXT_150581,Also grants temporary immunity to Stun.
PROPSKILL_TXT_150582,Also grants temporary immunity to damage-over-time effects.
PROPSKILL_TXT_150583,Also leaves behind a healing area.
PROPSKILL_TXT_150584,"The shield amount is increased, but more HP is consumed."
PROPSKILL_TXT_150585,Hurricane
PROPSKILL_TXT_150586,"The skill's maximum number of targets is increased, but its damage is reduced."
PROPSKILL_TXT_150587,Steadfast
PROPSKILL_TXT_150588,Also increases Critical Resistance.
PROPSKILL_TXT_150589,Hobble
PROPSKILL_TXT_150590,"Also reduces the target's movement speed. When used as a Nen-enhanced attack, the skill's cooldown is reduced."
PROPSKILL_TXT_150591,The aura's effects scale more strongly with Aura Effect.
PROPSKILL_TXT_150592,The maximum number of stacks is increased.
PROPSKILL_TXT_150593,Death's Rush
PROPSKILL_TXT_150594,The God of Death gazes upon you.
PROPSKILL_TXT_150595,Infusion
PROPSKILL_TXT_150596,"Infuses your elemental skills with your weapon's applied element, overriding their original element at the cost of reduced Attack."
PROPSKILL_TXT_150597,Intelligent Scaling
PROPSKILL_TXT_150598,"The skill's duration scales with INT instead of STA. Its duration is increased, its Attack penalty is reduced, and its casting time and MP cost are reduced."
PROPSKILL_TXT_150599,Harmony
PROPSKILL_TXT_150600,The skill's Attack penalty is reduced.
PROPSKILL_TXT_150601,Hasty Eruption
PROPSKILL_TXT_150602,The skill's duration is reduced.
PROPSKILL_TXT_150603,Deep Rift
PROPSKILL_TXT_150604,"The skill's damage scaling is increased, but the cooldown is also increased."
PROPSKILL_TXT_150605,"The skill's base damage is increased, but its damage scaling is reduced and its MP cost is increased."
PROPSKILL_TXT_150606,Blood Tithe
PROPSKILL_TXT_150607,The Lifesteal gained at 5 Stigma stacks is increased.
PROPSKILL_TXT_150608,Has a chance to apply an additional Stigma stack.
PROPSKILL_TXT_150609,Nen Release
PROPSKILL_TXT_150610,"Removes all Nen stacks, but temporarily reduces Asalraalaikum's damage."
PROPSKILL_TXT_150611,Divinecross
PROPSKILL_TXT_150612,"Curse your target with divine power, recording the highest damage they take while the effect is active. When the effect expires or the skill is re-cast, the curse deals damage equal to up to 75% of the recorded hit."
PROPSKILL_TXT_150613,Reckoning
PROPSKILL_TXT_150614,Duelist's Edge
PROPSKILL_TXT_150615,The skill's cooldown is reduced in PvP.
PROPSKILL_TXT_150616,"The replicated damage is increased, up to 100% of the recorded hit."
PROPSKILL_TXT_150617,First Player Level 190 Buff
PROPSKILL_TXT_150618,Enjoy Exp+15% until level 164!
PROPSKILL_TXT_150619,The stun duration is increased.
PROPSKILL_TXT_150620,Increases the target's damage.
PROPSKILL_TXT_150621,Strikes the enemy and drains HP based on the damage dealt.
PROPSKILL_TXT_150622,A ranged wind attack that may reduce the enemy's Attack Speed and Casting Speed.
PROPSKILL_TXT_150623,"Curses the enemy, immobilizing them with dark magic."
PROPSKILL_TXT_150624,Deals damage over time to enemies within the area.
PROPSKILL_TXT_150625,Burn Damage
PROPSKILL_TXT_150626,Lord's Cheer
PROPSKILL_TXT_150627,Increases the experience and drop rate for yourself or one target.
PROPSKILL_TXT_150628,Lord's Blessing
PROPSKILL_TXT_150629,Increases attack and defense for yourself or one target.
PROPSKILL_TXT_150630,Lord's Love
PROPSKILL_TXT_150631,Increases stats for yourself or one target.
PROPSKILL_TXT_150632,Lord's Shout
PROPSKILL_TXT_150633,Your shout text is colored in green.
PROPSKILL_TXT_150634,Lord's Anger
PROPSKILL_TXT_150635,
PROPSKILL_TXT_150636,Lord's Call
PROPSKILL_TXT_150637,Summon the specified player to yourself.
PROPSKILL_TXT_150638,Lord's Teleport
PROPSKILL_TXT_150639,Teleport to the specified player.
PROPSKILL_TXT_150640,Lord's Party
PROPSKILL_TXT_150641,Any party skills used by you have increased duration. This skill is permanently enabled.
PROPSKILL_TXT_100157,Overlap Damage
PROPSKILL_TXT_100158,Overlap burning effect increases with each hit and deals extra damage at full stacks.
PROPSKILL_TXT_100159,Pull Target
PROPSKILL_TXT_100160,"Pulled toward the caster, unable to move."
PROPSKILL_TXT_100161,Knock Back
PROPSKILL_TXT_100162,Struck by a powerful blow and knocked back.
PROPSKILL_TXT_100163,Burning Impact
PROPSKILL_TXT_100164,"Ignited by the fiery impact, taking burn damage."
PROPSKILL_TXT_100165,Toxic Impact
PROPSKILL_TXT_100166,"Poisoned by the toxic impact, taking periodic damage."
PROPSKILL_TXT_100167,Frost Impact
PROPSKILL_TXT_100168,"Slowed by the chilling impact, reducing movement and attack speed."
PROPSKILL_TXT_100169,Shock Impact
PROPSKILL_TXT_100170,"Struck by a powerful impact, taking additional fixed damage."
PROPSKILL_TXT_100171,Bleeding
PROPSKILL_TXT_100172,Taking continuous damage from bleeding wounds.
PROPSKILL_TXT_100173,Rampage
PROPSKILL_TXT_100174,"Enters a rampage state, increasing speed and attack power."
PROPSKILL_TXT_100175,Overlap Defense Break
PROPSKILL_TXT_100176,Overlap electric effect increases with each hit and lowers defense at full stacks.
PROPSKILL_TXT_100177,Defense Break
PROPSKILL_TXT_100178,Reduces target's defense and magic resistance.
PROPSKILL_TXT_100179,All Immunity
PROPSKILL_TXT_100180,Protects the monster from all debuffs.
PROPSKILL_TXT_100181,Slow
PROPSKILL_TXT_100182,Reduces the target's movement speed for a short time.
PROPSKILL_TXT_100183,Stun
PROPSKILL_TXT_100184,You are stunned and cannot move.
PROPSKILL_TXT_100185,Groggy Weakness
PROPSKILL_TXT_100186,"While groggy, the target receives increased damage from all attacks."
PROPSKILL_TXT_100187,Slow On Water
PROPSKILL_TXT_100188,Reduces movement speed while standing in water.
PROPSKILL_TXT_100189,Overlap Water Heal
PROPSKILL_TXT_100190,Restores HP over time while the target is in water. Healing increases with each stack of the effect.
PROPSKILL_TXT_100191,Gathering Energy
PROPSKILL_TXT_100192,Concentrates energy to greatly increase HP recovery for a short duration.
PROPSKILL_TXT_100193,Overlap Slow
PROPSKILL_TXT_100194,"Reduces movement speed, with the Slow effect becoming stronger as stacks increase."
PROPSKILL_TXT_100195,Overlap Freeze
PROPSKILL_TXT_100196,Applies a stacking chill effect that eventually freezes the target at full stacks.
PROPSKILL_TXT_100197,Freeze
PROPSKILL_TXT_100198,"Freezes the target, preventing movement and actions for a short duration."
PROPSKILL_TXT_100199,Max HP Reduction
PROPSKILL_TXT_100200,Reduces the target's maximum HP for a short duration.
PROPSKILL_TXT_100201,Grabbed by Tentacle
PROPSKILL_TXT_100202,"The target is restrained by a tentacle, unable to move and taking continuous damage."
PROPSKILL_TXT_100203,Stun
PROPSKILL_TXT_100204,You are stunned and cannot move.
PROPSKILL_TXT_100205,Sand Shield
PROPSKILL_TXT_100206,Incoming damage is reduced to 1 for 5 seconds.
PROPSKILL_TXT_150642,Wave Defense Buff
PROPSKILL_TXT_150643,"Reinforced by your fellow defenders. Increases Attack, Speed, Defense, and Max HP based on the number of defenders present."
